designation,jd_utc,ra_deg,dec_deg,magnitude,band,obs_code,year,source,raw_line
0003I,2461060.396713,126.16358333333335,16.917730555555558,15.2,G,L46,2026,mpc_real,0003I        eB2026 01 19.89671308 24 39.260+16 55 03.83         15.2 GXEG012L46
0003I,2461060.39831,126.16194166666666,16.91785,15.4,V,R92,2026,mpc_real,0003I        0B2026 01 19.89831008 24 38.866+16 55 04.26         15.4 VZEC091R92
0003I,2461060.413241,126.14893333333333,16.920769444444446,15.2,G,L46,2026,mpc_real,0003I        eB2026 01 19.91324108 24 35.744+16 55 14.77         15.2 GXEG012L46
0003I,2461060.417859,126.14457916666667,16.92136111111111,15.4,V,R92,2026,mpc_real,0003I        0B2026 01 19.91785908 24 34.699+16 55 16.90         15.4 VZEC091R92
0003I,2461060.427185,126.13655833333334,16.9246,14.01,o,M22,2026,mpc_real,0003I        0C2026 01 19.92718508 24 32.774+16 55 28.56         14.01oVEC091M22
0003I,2461060.430046,126.13345000000001,16.923711111111114,15.2,G,L46,2026,mpc_real,0003I        eB2026 01 19.93004608 24 32.028+16 55 25.36         15.2 GXEG012L46
0003I,2461060.434417,126.13019166666668,16.92588888888889,13.85,o,M22,2026,mpc_real,0003I        0C2026 01 19.93441708 24 31.246+16 55 33.20         13.85oVEC091M22
0003I,2461060.435769,126.1288,16.926069444444444,13.91,o,M22,2026,mpc_real,0003I        0C2026 01 19.93576908 24 30.912+16 55 33.85         13.91oVEC091M22
0003I,2461060.437578,126.12719166666668,16.92641111111111,14.04,o,M22,2026,mpc_real,0003I        0C2026 01 19.93757808 24 30.526+16 55 35.08         14.04oVEC091M22
0003I,2461060.454804,126.111625,16.928086111111114,15.1,r,M09,2026,mpc_real,0003I        KC2026 01 19.95480408 24 26.790+16 55 41.11         15.1 rZEC091M09
0003I,2461060.460332,126.10694166666667,16.93033888888889,13.85,o,M22,2026,mpc_real,0003I        0C2026 01 19.96033208 24 25.666+16 55 49.22         13.85oVEC091M22
0003I,2461060.463495,126.10407916666668,16.93098888888889,13.93,o,M22,2026,mpc_real,0003I        0C2026 01 19.96349508 24 24.979+16 55 51.56         13.93oVEC091M22
0003I,2461060.465086,126.10244166666666,16.929919444444444,15.1,r,M09,2026,mpc_real,0003I        KC2026 01 19.96508608 24 24.586+16 55 47.71         15.1 rZEC091M09
0003I,2461060.475365,126.09329166666666,16.931766666666668,15.1,r,M09,2026,mpc_real,0003I        KC2026 01 19.97536508 24 22.390+16 55 54.36         15.1 rZEC091M09
0003I,2461060.493104,126.07745833333334,16.934930555555557,15.4,G,L65,2026,mpc_real,0003I        KB2026 01 19.99310408 24 18.590+16 56 05.75         15.4 GVEC091L65
0003I,2461060.495983,126.07484166666667,16.93545,15.5,G,L65,2026,mpc_real,0003I        KB2026 01 19.99598308 24 17.962+16 56 07.62         15.5 GVEC091L65
0003I,2461060.498657,126.07232083333334,16.93611111111111,14.4,G,K87,2026,mpc_real,0003I        KB2026 01 19.99865708 24 17.357+16 56 10.00         14.4 GXEC091K87
0003I,2461060.498863,126.07230833333334,16.935950000000002,15.4,G,L65,2026,mpc_real,0003I        KB2026 01 19.99886308 24 17.354+16 56 09.42         15.4 GVEC091L65
0003I,2461060.501574,126.07012916666667,16.93648888888889,14.3,G,K87,2026,mpc_real,0003I        KB2026 01 20.00157408 24 16.831+16 56 11.36         14.3 GXEC091K87
0003I,2461060.504491,126.06765833333333,16.93696111111111,14.4,G,K87,2026,mpc_real,0003I        KB2026 01 20.00449108 24 16.238+16 56 13.06         14.4 GXEC091K87
0003I,2461060.563148,126.01521666666669,16.94759722222222,15.8,G,Z03,2026,mpc_real,0003I        eC2026 01 20.06314808 24 03.652+16 56 51.35         15.8 GXEC091Z03
0003I,2461060.572224,126.00740833333333,16.949336111111112,, ,J13,2026,mpc_real,0003I        #C2026 01 20.07222408 24 01.778+16 56 57.61               VEC091J13
0003I,2461060.573112,126.00660416666666,16.94954166666667,14.8,g,J13,2026,mpc_real,0003I        #C2026 01 20.07311208 24 01.585+16 56 58.35         14.8 gVEC091J13
0003I,2461060.574182,126.00560833333334,16.949722222222224,14.2,r,J13,2026,mpc_real,0003I        #C2026 01 20.07418208 24 01.346+16 56 59.00         14.2 rVEC091J13
0003I,2461060.575084,126.00475833333333,16.949933333333334,, ,J13,2026,mpc_real,0003I        #C2026 01 20.07508408 24 01.142+16 56 59.76               VEC091J13
0003I,2461060.575818,126.00411666666668,16.950055555555554,, ,J13,2026,mpc_real,0003I        #C2026 01 20.07581808 24 00.988+16 57 00.20               VEC091J13
0003I,2461060.603704,125.97910416666666,16.95481111111111,15.8,G,Z03,2026,mpc_real,0003I        eC2026 01 20.10370408 23 54.985+16 57 17.32         15.8 GXEC091Z03
0003I,2461060.629028,125.95673333333332,16.959497222222222,15.7,G,Z25,2026,mpc_real,0003I        eC2026 01 20.12902808 23 49.616+16 57 34.19         15.7 GVEC091Z25
0003I,2461060.635579,125.95091666666664,16.96066111111111,15.7,G,Z25,2026,mpc_real,0003I        eC2026 01 20.13557908 23 48.220+16 57 38.38         15.7 GVEC091Z25
0003I,2461060.642454,125.94478749999999,16.961883333333333,15.7,G,Z25,2026,mpc_real,0003I        eC2026 01 20.14245408 23 46.749+16 57 42.78         15.7 GVEC091Z25
0003I,2461060.642624,125.94554583333333,16.96289722222222,16.79,G,W85,2026,mpc_real,0003I        4C2026 01 20.14262408 23 46.931+16 57 46.43         16.79GWEC091W85
0003I,2461060.644024,125.94424166666667,16.963152777777776,16.83,G,W85,2026,mpc_real,0003I        4C2026 01 20.14402408 23 46.618+16 57 47.35         16.83GWEC091W85
0003I,2461060.645,125.94292083333332,16.962130555555554,15.8,G,Z03,2026,mpc_real,0003I        eC2026 01 20.14500008 23 46.301+16 57 43.67         15.8 GXEC091Z03
0003I,2461060.645428,125.94304999999999,16.963419444444444,16.85,G,W85,2026,mpc_real,0003I        4C2026 01 20.14542808 23 46.332+16 57 48.31         16.85GWEC091W85
0003I,2461060.646823,125.94175833333333,16.963591666666666,16.84,G,W85,2026,mpc_real,0003I        4C2026 01 20.14682308 23 46.022+16 57 48.93         16.84GWEC091W85
0003I,2461060.648231,125.94059166666666,16.963866666666664,16.79,G,W85,2026,mpc_real,0003I        4C2026 01 20.14823108 23 45.742+16 57 49.92         16.79GWEC091W85
0003I,2461060.664051,125.92562083333333,16.965280555555555,14.8,R,C23,2026,mpc_real,0003I         C2026 01 20.16405108 23 42.149+16 57 55.01         14.8 RZEC091C23
0003I,2461060.667801,125.92222916666665,16.965880555555554,14.8,R,C23,2026,mpc_real,0003I         C2026 01 20.16780108 23 41.335+16 57 57.17         14.8 RZEC091C23
0003I,2461060.672292,125.91835,16.966780555555555,14.8,R,C23,2026,mpc_real,0003I         C2026 01 20.17229208 23 40.404+16 58 00.41         14.8 RZEC091C23
0003I,2461060.713032,125.88360833333331,16.974288888888886,15.3,V,U76,2026,mpc_real,0003I        KC2026 01 20.21303208 23 32.066+16 58 27.44         15.3 VZEC091U76
0003I,2461060.744051,125.8562,16.979769444444443,15.3,V,U76,2026,mpc_real,0003I        KC2026 01 20.24405108 23 25.488+16 58 47.17         15.3 VZEC091U76
0003I,2461060.775012,125.82872916666668,16.98526111111111,15.3,V,U76,2026,mpc_real,0003I        KC2026 01 20.27501208 23 18.895+16 59 06.94         15.3 VZEC091U76
0003I,2461060.787523,125.81791666666666,16.987277777777777,13.77,G,703,2026,mpc_real,0003I        1C2026 01 20.28752308 23 16.300+16 59 14.20         13.77GVEC091703
0003I,2461060.789821,125.81591666666667,16.98763888888889,13.76,G,703,2026,mpc_real,0003I        1C2026 01 20.28982108 23 15.820+16 59 15.50         13.76GVEC091703
0003I,2461060.792122,125.81424999999999,16.987972222222222,13.53,G,703,2026,mpc_real,0003I        1C2026 01 20.29212208 23 15.420+16 59 16.70         13.53GVEC091703
0003I,2461060.794419,125.81216666666666,16.98838888888889,13.62,G,703,2026,mpc_real,0003I        1C2026 01 20.29441908 23 14.920+16 59 18.20         13.62GVEC091703
0003I,2461060.911308,125.70869583333334,17.009422222222224,15.3,G,T15,2026,mpc_real,0003I        7C2026 01 20.41130808 22 50.087+17 00 33.92         15.3 GWEC091T15
0003I,2461060.91265,125.707475,17.009680555555555,15.1,G,T15,2026,mpc_real,0003I        7C2026 01 20.41265008 22 49.794+17 00 34.85         15.1 GWEC091T15
0003I,2461060.913449,125.70676666666668,17.009797222222222,15.7,G,T15,2026,mpc_real,0003I        7C2026 01 20.41344908 22 49.624+17 00 35.27         15.7 GWEC091T15
0003I,2461060.942807,125.68092916666666,17.01491111111111,14.46,o,T08,2026,mpc_real,0003I        0C2026 01 20.44280708 22 43.423+17 00 53.68         14.46oVEC091T08
0003I,2461060.946948,125.67717916666668,17.015719444444443,15.54,o,T08,2026,mpc_real,0003I        0C2026 01 20.44694808 22 42.523+17 00 56.59         15.54oVEC091T08
0003I,2461060.978559,125.64934166666666,17.02116111111111,14.48,o,T08,2026,mpc_real,0003I        0C2026 01 20.47855908 22 35.842+17 01 16.18         14.48oVEC091T08
0003I,2461060.979016,125.64895000000001,17.021288888888886,14.46,o,T08,2026,mpc_real,0003I        0C2026 01 20.47901608 22 35.748+17 01 16.64         14.46oVEC091T08
0003I,2461060.981791,125.64644166666669,17.02178888888889,15.52,o,T08,2026,mpc_real,0003I        0C2026 01 20.48179108 22 35.146+17 01 18.44         15.52oVEC091T08
0003I,2461060.984531,125.64399166666666,17.022269444444444,15.54,o,T08,2026,mpc_real,0003I        0C2026 01 20.48453108 22 34.558+17 01 20.17         15.54oVEC091T08
0003I,2461061.006038,125.62517916666667,17.02598888888889,14.38,o,T08,2026,mpc_real,0003I        0C2026 01 20.50603808 22 30.043+17 01 33.56         14.38oVEC091T08
0003I,2461061.011287,125.62054166666667,17.02691111111111,14.4,o,T08,2026,mpc_real,0003I        0C2026 01 20.51128708 22 28.930+17 01 36.88         14.40oVEC091T08
0003I,2461061.08853,125.55239166666668,17.040269444444448,16.9,R,F65,2026,mpc_real,0003I        ]C2026 01 20.58853008 22 12.574+17 02 24.97         16.9 RZEC091F65
0003I,2461061.089583,125.55144166666668,17.040450000000003,16.9,R,F65,2026,mpc_real,0003I        ]C2026 01 20.58958308 22 12.346+17 02 25.62         16.9 RZEC091F65
0003I,2461061.090486,125.55065,17.04061111111111,16.9,R,F65,2026,mpc_real,0003I        ]C2026 01 20.59048608 22 12.156+17 02 26.20         16.9 RZEC091F65
0003I,2461061.143519,125.50512916666668,17.049650000000003,16.2,V,Q14,2026,mpc_real,0003I        0C2026 01 20.64351908 22 01.231+17 02 58.74         16.2 VqEC091Q14
0003I,2461061.156944,125.4938,17.053461111111112,13.5,V,P14,2026,mpc_real,0003I        KB2026 01 20.65694408 21 58.512+17 03 12.46         13.5 VZEC091P14
0003I,2461061.157037,125.49334999999998,17.051961111111112,16.1,V,Q14,2026,mpc_real,0003I        0C2026 01 20.65703708 21 58.404+17 03 07.06         16.1 VqEC091Q14
0003I,2461061.17765,125.47587083333335,17.05686111111111,13.4,V,P14,2026,mpc_real,0003I        KB2026 01 20.67765008 21 54.209+17 03 24.70         13.4 VZEC091P14
0003I,2461061.197616,125.45802083333332,17.060119444444446,12.7,V,323,2026,mpc_real,0003I        0C2026 01 20.69761608 21 49.925+17 03 36.43         12.7 VZEC091323
0003I,2461061.198079,125.45789999999998,17.06005,13.6,V,P14,2026,mpc_real,0003I        KB2026 01 20.69807908 21 49.896+17 03 36.18         13.6 VZEC091P14
0003I,2461061.200486,125.45547083333334,17.060561111111113,12.7,V,323,2026,mpc_real,0003I        0C2026 01 20.70048608 21 49.313+17 03 38.02         12.7 VZEC091323
0003I,2461061.203345,125.45295833333331,17.0611,12.7,V,323,2026,mpc_real,0003I        0C2026 01 20.70334508 21 48.710+17 03 39.96         12.7 VZEC091323
0003I,2461061.206516,125.44975833333332,17.061600000000002,15.0,R,323,2026,mpc_real,0003I        1C2026 01 20.70651608 21 47.942+17 03 41.76         15.0 RVEC091323
0003I,2461061.216204,125.44147916666665,17.063219444444446,15.1,R,323,2026,mpc_real,0003I        1C2026 01 20.71620408 21 45.955+17 03 47.59         15.1 RVEC091323
0003I,2461061.331516,125.34200833333334,17.081819444444445,15.1,V,K97,2026,mpc_real,0003I        KC2026 01 20.83151608 21 22.082+17 04 54.55         15.1 VZEC091K97
0003I,2461061.340833,125.3339,17.083419444444445,15.1,V,K97,2026,mpc_real,0003I        KC2026 01 20.84083308 21 20.136+17 05 00.31         15.1 VZEC091K97
0003I,2461061.348935,125.32677083333334,17.084699999999998,15.2,V,R92,2026,mpc_real,0003I        0B2026 01 20.84893508 21 18.425+17 05 04.92         15.2 VZEC091R92
0003I,2461061.35015,125.32575,17.085019444444445,15.1,V,K97,2026,mpc_real,0003I        KC2026 01 20.85015008 21 18.180+17 05 06.07         15.1 VZEC091K97
0003I,2461061.367639,125.31060833333332,17.087888888888887,15.3,V,R92,2026,mpc_real,0003I        0B2026 01 20.86763908 21 14.546+17 05 16.40         15.3 VZEC091R92
0003I,2461061.38378,125.29654166666667,17.090888888888887,15.5,r,L27,2026,mpc_real,0003I        KC2026 01 20.88378 08 21 11.17 +17 05 27.2          15.5 rZEC091L27
0003I,2461061.386053,125.29449166666664,17.09115,15.2,V,R92,2026,mpc_real,0003I        0B2026 01 20.88605308 21 10.678+17 05 28.14         15.2 VZEC091R92
0003I,2461061.38654,125.29416666666667,17.09136111111111,15.4,r,L27,2026,mpc_real,0003I        KC2026 01 20.88654 08 21 10.60 +17 05 28.9          15.4 rZEC091L27
0003I,2461061.38929,125.29175,17.091833333333334,15.5,r,L27,2026,mpc_real,0003I        KC2026 01 20.88929 08 21 10.02 +17 05 30.6          15.5 rZEC091L27
0003I,2461061.389803,125.29125833333333,17.091838888888887,13.7,V,K35,2026,mpc_real,0003I        KB2026 01 20.88980308 21 09.902+17 05 30.62         13.7 VqEC091K35
0003I,2461061.39098,125.28991666666667,17.091916666666666,14.4,N,152,2026,mpc_real,0003I         C2026 01 20.89098 08 21 09.58 +17 05 30.9          14.4 NVEC091152
0003I,2461061.39205,125.28933333333332,17.092305555555555,15.5,r,L27,2026,mpc_real,0003I        KC2026 01 20.89205 08 21 09.44 +17 05 32.3          15.5 rZEC091L27
0003I,2461061.39325,125.28812500000001,17.092555555555553,14.5,N,152,2026,mpc_real,0003I         C2026 01 20.89325 08 21 09.15 +17 05 33.2          14.5 NVEC091152
0003I,2461061.3948,125.28691666666667,17.092777777777776,15.4,r,L27,2026,mpc_real,0003I        KC2026 01 20.89480 08 21 08.86 +17 05 34.0          15.4 rZEC091L27
0003I,2461061.396215,125.28562083333334,17.092969444444442,13.6,V,K35,2026,mpc_real,0003I        KB2026 01 20.89621508 21 08.549+17 05 34.69         13.6 VqEC091K35
0003I,2461061.39679,125.28499999999998,17.093305555555553,14.2,N,152,2026,mpc_real,0003I         C2026 01 20.89679 08 21 08.40 +17 05 35.9          14.2 NVEC091152
0003I,2461061.39756,125.28458333333332,17.093277777777775,15.5,r,L27,2026,mpc_real,0003I        KC2026 01 20.89756 08 21 08.30 +17 05 35.8          15.5 rZEC091L27
0003I,2461061.40031,125.28216666666667,17.093722222222222,15.5,r,L27,2026,mpc_real,0003I        KC2026 01 20.90031 08 21 07.72 +17 05 37.4          15.5 rZEC091L27
0003I,2461061.40049,125.28187499999999,17.09375,14.4,N,152,2026,mpc_real,0003I         C2026 01 20.90049 08 21 07.65 +17 05 37.5          14.4 NVEC091152
0003I,2461061.402593,125.28060833333333,17.09423888888889,15.4,G,L46,2026,mpc_real,0003I        eB2026 01 20.90259308 21 07.346+17 05 39.26         15.4 GXEG012L46
0003I,2461061.402662,125.28005833333332,17.094069444444443,13.7,V,K35,2026,mpc_real,0003I        KB2026 01 20.90266208 21 07.214+17 05 38.65         13.7 VqEC091K35
0003I,2461061.40307,125.27974999999999,17.094166666666666,15.5,r,L27,2026,mpc_real,0003I        KC2026 01 20.90307 08 21 07.14 +17 05 39.0          15.5 rZEC091L27
0003I,2461061.40582,125.27733333333332,17.094666666666665,15.5,r,L27,2026,mpc_real,0003I        KC2026 01 20.90582 08 21 06.56 +17 05 40.8          15.5 rZEC091L27
0003I,2461061.407002,125.27622916666667,17.09478888888889,13.5,V,K35,2026,mpc_real,0003I        KB2026 01 20.90700208 21 06.295+17 05 41.24         13.5 VqEC091K35
0003I,2461061.40858,125.27491666666667,17.095138888888886,15.4,r,L27,2026,mpc_real,0003I        KC2026 01 20.90858 08 21 05.98 +17 05 42.5          15.4 rZEC091L27
0003I,2461061.416097,125.26827083333333,17.096319444444443,15.6,G,L65,2026,mpc_real,0003I        KB2026 01 20.91609708 21 04.385+17 05 46.75         15.6 GVEC091L65
0003I,2461061.416979,125.26772916666667,17.096652777777777,15.3,G,L46,2026,mpc_real,0003I        eB2026 01 20.91697908 21 04.255+17 05 47.95         15.3 GXEG012L46
0003I,2461061.423298,125.262,17.09756111111111,15.5,G,L65,2026,mpc_real,0003I        KB2026 01 20.92329808 21 02.880+17 05 51.22         15.5 GVEC091L65
0003I,2461061.430505,125.25575833333333,17.098788888888887,15.5,G,L65,2026,mpc_real,0003I        KB2026 01 20.93050508 21 01.382+17 05 55.64         15.5 GVEC091L65
0003I,2461061.4314,125.25521666666666,17.099119444444444,15.3,G,L46,2026,mpc_real,0003I        eB2026 01 20.93140008 21 01.252+17 05 56.83         15.3 GXEF270L46
0003I,2461061.507303,125.1893,17.11228888888889,14.6,V,J22,2026,mpc_real,0003I        KC2026 01 21.00730308 20 45.432+17 06 44.24         14.6 VZEC091J22
0003I,2461061.51543,125.18183333333334,17.11336111111111,15.9,N,M18,2026,mpc_real,0003I        KB2026 01 21.01543 08 20 43.64 +17 06 48.1          15.9 NXEC091M18
0003I,2461061.517133,125.18041666666667,17.113750000000003,15.2,G,958,2026,mpc_real,0003I        KB2026 01 21.01713308 20 43.30 +17 06 49.5          15.2 GXEC091958
0003I,2461061.531123,125.16815833333334,17.116041666666668,16.9,G,204,2026,mpc_real,0003I        0B2026 01 21.03112308 20 40.358+17 06 57.75         16.9 GWEC091204
0003I,2461061.53173,125.16770833333334,17.116222222222223,15.3,G,958,2026,mpc_real,0003I        KB2026 01 21.03173008 20 40.25 +17 06 58.4          15.3 GXEC091958
0003I,2461061.535065,125.16471250000001,17.116772222222224,16.8,G,204,2026,mpc_real,0003I        0B2026 01 21.03506508 20 39.531+17 07 00.38         16.8 GWEC091204
0003I,2461061.53511,125.16475000000001,17.116694444444445,15.9,N,M18,2026,mpc_real,0003I        KB2026 01 21.03511 08 20 39.54 +17 07 00.1          15.9 NXEC091M18
0003I,2461061.539002,125.16125833333334,17.1174,16.9,G,204,2026,mpc_real,0003I        0B2026 01 21.03900208 20 38.702+17 07 02.64         16.9 GWEC091204
0003I,2461061.546358,125.15495833333334,17.11872222222222,15.3,G,958,2026,mpc_real,0003I        KB2026 01 21.04635808 20 37.19 +17 07 07.4          15.3 GXEC091958
0003I,2461061.554522,125.14819583333336,17.120205555555557,14.5,G,R59,2026,mpc_real,0003I        0C2026 01 21.05452208 20 35.567+17 07 12.74         14.5 GXEC091R59
0003I,2461061.561157,125.14250833333335,17.1215,15.92,w,R17,2026,mpc_real,0003I        0C2026 01 21.06115708 20 34.202+17 07 17.40         15.92wVEC091R17
0003I,2461061.572801,125.13219166666667,17.12328888888889,14.5,G,R59,2026,mpc_real,0003I        0C2026 01 21.07280108 20 31.726+17 07 23.84         14.5 GXEC091R59
0003I,2461061.575072,125.13050833333335,17.123869444444445,14.68,w,R17,2026,mpc_real,0003I        0C2026 01 21.07507208 20 31.322+17 07 25.93         14.68wVEC091R17
0003I,2461061.575289,125.13042083333333,17.12395,14.5,V,J22,2026,mpc_real,0003I        KC2026 01 21.07528908 20 31.301+17 07 26.22         14.5 VZEC091J22
0003I,2461061.579257,125.12654583333334,17.124369444444444,14.6,G,R59,2026,mpc_real,0003I        0C2026 01 21.07925708 20 30.371+17 07 27.73         14.6 GXEC091R59
0003I,2461061.588823,125.11849166666667,17.126219444444445,14.76,w,R17,2026,mpc_real,0003I        0C2026 01 21.08882308 20 28.438+17 07 34.39         14.76wVEC091R17
0003I,2461061.602589,125.10652083333335,17.12853888888889,14.78,w,R17,2026,mpc_real,0003I        0C2026 01 21.10258908 20 25.565+17 07 42.74         14.78wVEC091R17
0003I,2461061.642836,125.07142083333335,17.13535,14.5,V,J22,2026,mpc_real,0003I        KC2026 01 21.14283608 20 17.141+17 08 07.26         14.5 VZEC091J22
0003I,2461061.84617,124.89759166666667,17.169752777777777,16.68,w,F51,2026,mpc_real,0003I        0C2026 01 21.34617008 19 35.422+17 10 11.11         16.68wXEC091F51
0003I,2461061.870215,124.87683333333332,17.173769444444446,16.99,w,F51,2026,mpc_real,0003I        0C2026 01 21.37021508 19 30.440+17 10 25.57         16.99wXEC091F51
0003I,2461061.882245,124.86641666666668,17.175858333333334,16.94,w,F51,2026,mpc_real,0003I        0C2026 01 21.38224508 19 27.940+17 10 33.09         16.94wXEC091F51
0003I,2461062.04912,124.72355,17.20448888888889,16.9,R,E10,2026,mpc_real,0003I        /C2026 01 21.54912008 18 53.652+17 12 16.16         16.9 RZEC091E10
0003I,2461062.057454,124.71640000000002,17.2059,16.9,R,E10,2026,mpc_real,0003I        /C2026 01 21.55745408 18 51.936+17 12 21.24         16.9 RZEC091E10
0003I,2461062.065648,124.70935000000001,17.207269444444442,17.0,R,E10,2026,mpc_real,0003I        /C2026 01 21.56564808 18 50.244+17 12 26.17         17.0 RZEC091E10
0003I,2461062.134502,124.65082916666667,17.218869444444444,13.2,V,323,2026,mpc_real,0003I        0C2026 01 21.63450208 18 36.199+17 13 07.93         13.2 VZEC091323
0003I,2461062.137384,124.64834166666668,17.219230555555555,13.3,V,323,2026,mpc_real,0003I        0C2026 01 21.63738408 18 35.602+17 13 09.23         13.3 VZEC091323
0003I,2461062.140255,124.64595833333333,17.2196,13.25,V,323,2026,mpc_real,0003I        0C2026 01 21.64025508 18 35.030+17 13 10.56         13.25VZEC091323
0003I,2461062.156644,124.63187916666668,17.22223888888889,13.0,V,P14,2026,mpc_real,0003I        KB2026 01 21.65664408 18 31.651+17 13 20.06         13.0 VZEC091P14
0003I,2461062.17735,124.61429166666667,17.225649999999998,13.0,V,P14,2026,mpc_real,0003I        KB2026 01 21.67735008 18 27.430+17 13 32.34         13.0 VZEC091P14
0003I,2461062.197986,124.59642916666668,17.228949999999998,13.0,V,P14,2026,mpc_real,0003I        KB2026 01 21.69798608 18 23.143+17 13 44.22         13.0 VZEC091P14
0003I,2461062.23603,124.56380833333333,17.23533888888889,15.0,R,323,2026,mpc_real,0003I        1C2026 01 21.73603008 18 15.314+17 14 07.22         15.0 RVEC091323
0003I,2461062.254757,124.54790833333335,17.23836111111111,14.9,R,323,2026,mpc_real,0003I        1C2026 01 21.75475708 18 11.498+17 14 18.10         14.9 RVEC091323
0003I,2461062.258495,124.54567500000002,17.237680555555556,15.6,G,B72,2026,mpc_real,0003I        KB2026 01 21.75849508 18 10.962+17 14 15.65         15.6 GXEC091B72
0003I,2461062.262407,124.54229166666667,17.238308333333336,15.6,G,B72,2026,mpc_real,0003I        KB2026 01 21.76240708 18 10.150+17 14 17.91         15.6 GXEC091B72
0003I,2461062.265961,124.53930416666668,17.238872222222223,15.6,G,B72,2026,mpc_real,0003I        KB2026 01 21.76596108 18 09.433+17 14 19.94         15.6 GXEC091B72
0003I,2461062.26938,124.53629166666667,17.239583333333336,14.5,G,C40,2026,mpc_real,0003I        1C2026 01 21.76938 08 18 08.71 +17 14 22.5          14.5 GXEC091C40
0003I,2461062.28214,124.52545833333335,17.241722222222222,14.5,G,C40,2026,mpc_real,0003I        1C2026 01 21.78214 08 18 06.11 +17 14 30.2          14.5 GXEC091C40
0003I,2461062.29472,124.51475000000002,17.243861111111112,14.6,G,C40,2026,mpc_real,0003I        1C2026 01 21.79472 08 18 03.54 +17 14 37.9          14.6 GXEC091C40
0003I,2461062.324618,124.48955,17.248511111111114,14.8,R,C23,2026,mpc_real,0003I         C2026 01 21.82461808 17 57.492+17 14 54.64         14.8 RZEC091C23
0003I,2461062.329097,124.48567083333333,17.249319444444446,14.8,R,C23,2026,mpc_real,0003I         C2026 01 21.82909708 17 56.561+17 14 57.55         14.8 RZEC091C23
0003I,2461062.332847,124.48265833333335,17.249919444444444,14.8,R,C23,2026,mpc_real,0003I         C2026 01 21.83284708 17 55.838+17 14 59.71         14.8 RZEC091C23
0003I,2461062.345093,124.47215833333334,17.25208888888889,15.4,G,B50,2026,mpc_real,0003I        KB2026 01 21.84509308 17 53.318+17 15 07.52         15.4 GVEC091B50
0003I,2461062.352778,124.46570833333334,17.253369444444445,15.3,G,B50,2026,mpc_real,0003I        KB2026 01 21.85277808 17 51.770+17 15 12.13         15.3 GVEC091B50
0003I,2461062.357512,124.46160833333333,17.25405,14.8,R,C23,2026,mpc_real,0003I         C2026 01 21.85751208 17 50.786+17 15 14.58         14.8 RZEC091C23
0003I,2461062.360463,124.45912083333332,17.2546,15.2,G,B50,2026,mpc_real,0003I        KB2026 01 21.86046308 17 50.189+17 15 16.56         15.2 GVEC091B50
0003I,2461062.372178,124.44910000000002,17.256533333333334,14.8,G,160,2026,mpc_real,0003I        eB2026 01 21.87217808 17 47.784+17 15 23.52         14.8 GVEC091160
0003I,2461062.373241,124.44819999999999,17.256580555555555,14.9,R,C23,2026,mpc_real,0003I         C2026 01 21.87324108 17 47.568+17 15 23.69         14.9 RZEC091C23
0003I,2461062.380844,124.4417375,17.25796111111111,14.8,G,160,2026,mpc_real,0003I        eB2026 01 21.88084408 17 46.017+17 15 28.66         14.8 GVEC091160
0003I,2461062.383715,124.43920833333334,17.258388888888888,14.8,R,C23,2026,mpc_real,0003I         C2026 01 21.88371508 17 45.410+17 15 30.20         14.8 RZEC091C23
0003I,2461062.385729,124.43747916666666,17.25866111111111,15.3,V,R92,2026,mpc_real,0003I        0B2026 01 21.88572908 17 44.995+17 15 31.18         15.3 VZEC091R92
0003I,2461062.390041,124.4339,17.25948888888889,14.9,G,160,2026,mpc_real,0003I        eB2026 01 21.89004108 17 44.136+17 15 34.16         14.9 GVEC091160
0003I,2461062.394201,124.43047083333335,17.260069444444444,14.9,R,C23,2026,mpc_real,0003I         C2026 01 21.89420108 17 43.313+17 15 36.25         14.9 RZEC091C23
0003I,2461062.403958,124.42192916666667,17.26163888888889,15.4,V,R92,2026,mpc_real,0003I        0B2026 01 21.90395808 17 41.263+17 15 41.90         15.4 VZEC091R92
0003I,2461062.4214,124.40712916666666,17.264530555555556,15.4,V,R92,2026,mpc_real,0003I        0B2026 01 21.92140008 17 37.711+17 15 52.31         15.4 VZEC091R92
0003I,2461062.467627,124.36822083333333,17.27215,14.4,G,K87,2026,mpc_real,0003I        KB2026 01 21.96762708 17 28.373+17 16 19.74         14.4 GXEC091K87
0003I,2461062.472002,124.36469166666666,17.272788888888886,14.5,G,K87,2026,mpc_real,0003I        KB2026 01 21.97200208 17 27.526+17 16 22.04         14.5 GXEC091K87
0003I,2461062.476366,124.36097916666665,17.273930555555555,15.1,G,J51,2026,mpc_real,0003I        KB2026 01 21.97636608 17 26.635+17 16 26.15         15.1 GXEC091J51
0003I,2461062.476389,124.361,17.2736,14.4,G,K87,2026,mpc_real,0003I        KB2026 01 21.97638908 17 26.640+17 16 24.96         14.4 GXEC091K87
0003I,2461062.480669,124.35697083333332,17.27423888888889,15.5,G,L65,2026,mpc_real,0003I        KB2026 01 21.98066908 17 25.673+17 16 27.26         15.5 GVEC091L65
0003I,2461062.484248,124.35432083333333,17.275188888888888,15.1,G,J51,2026,mpc_real,0003I        KB2026 01 21.98424808 17 25.037+17 16 30.68         15.1 GXEC091J51
