JDTDB,Calendar_Date,X,Y,Z,VX,VY,VZ
2460847.0,A.D. 2025-Jun-20 12:00:00.0000,1425887810.330596,-124088673.4632944,-54614666.36356428,0.3009776755138512,9.602857067341159,-0.1789680231752198
2460847.25,A.D. 2025-Jun-20 18:00:00.0000,1425894296.122236,-123881251.7792478,-54618530.7799307,0.2995611772102469,9.602852126886742,-0.1788473946751794
2460847.5,A.D. 2025-Jun-21 00:00:00.0000,1425900751.51742,-123673830.3455233,-54622392.53777759,0.2981647174717759,9.602834300204519,-0.1787222477685133
2460847.75,A.D. 2025-Jun-21 06:00:00.0000,1425907177.046419,-123466409.3892697,-54626251.57644729,0.2967969570801849,9.602809563624882,-0.1785965775725575
2460848.0,A.D. 2025-Jun-21 12:00:00.0000,1425913573.366838,-123258988.9339739,-54630107.95217215,0.2954594729571945,9.602789990699975,-0.1784766496654018
2460848.25,A.D. 2025-Jun-21 18:00:00.0000,1425919941.055466,-123051568.7581879,-54633961.83680248,0.2941441861719576,9.602784513575253,-0.1783661808012784
2460848.5,A.D. 2025-Jun-22 00:00:00.0000,1425926280.490018,-122844148.5275646,-54637813.44040395,0.2928421861757452,9.602794975369966,-0.178265299053018
2460848.75,A.D. 2025-Jun-22 06:00:00.0000,1425932591.895558,-122636727.9039499,-54641662.96196733,0.2915480897623842,9.602820961095189,-0.1781733599764754
2460849.0,A.D. 2025-Jun-22 12:00:00.0000,1425938875.376421,-122429306.5530891,-54645510.58803482,0.2902552435074561,9.60286181560861,-0.1780894101654447
2460849.25,A.D. 2025-Jun-22 18:00:00.0000,1425945130.888635,-122221884.2124156,-54649356.45459934,0.2889581005401016,9.602911060542704,-0.1780096266262121
2460849.5,A.D. 2025-Jun-23 00:00:00.0000,1425951358.359686,-122014460.8005759,-54653200.60268661,0.2876603689567372,9.602959840247633,-0.1779298411690649
2460849.75,A.D. 2025-Jun-23 06:00:00.0000,1425957557.89414,-121807036.3625271,-54657043.02477575,0.2863731600320442,9.603006884826923,-0.1778503664811915
2460850.0,A.D. 2025-Jun-23 12:00:00.0000,1425963729.798886,-121599610.8573725,-54660883.77358331,0.285102123338168,9.603060250562763,-0.1777757196525163
2460850.25,A.D. 2025-Jun-23 18:00:00.0000,1425969874.398034,-121392184.0542886,-54664722.99893114,0.2838437509785645,9.603128061817895,-0.1777097230847104
2460850.5,A.D. 2025-Jun-24 00:00:00.0000,1425975991.887348,-121184755.5963819,-54668560.90426254,0.2825907667158791,9.603213662754337,-0.1776534942928194
2460850.75,A.D. 2025-Jun-24 06:00:00.0000,1425982082.307346,-120977325.0952203,-54672397.69600369,0.2813360899564802,9.603317001804777,-0.1776063617577286
2460851.0,A.D. 2025-Jun-24 12:00:00.0000,1425988145.546146,-120769892.2054488,-54676233.54384049,0.2800733538487894,9.603433595620464,-0.1775654046842847
